Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Employment to population rate (%)
Capital Region,2022/03/01,15-24 years,Females,71.57374736
Capital Region,2022/03/01,25-34 years,Males,87.97653437
Capital Region,2022/03/01,25-34 years,Females,80.72672815
Capital Region,2022/03/01,35-44 years,Males,88.55390537
Capital Region,2022/03/01,35-44 years,Females,83.40413302
Capital Region,2022/03/01,45-54 years,Males,84.93760598
Capital Region,2022/03/01,45-54 years,Females,83.29488124
Capital Region,2022/03/01,55-64 years,Males,63.83505261
Capital Region,2022/03/01,55-64 years,Females,61.46821104
Capital Region,2022/03/01,65 years and over,Males,19.09307388
Capital Region,2022/03/01,65 years and over,Females,10.13755874
Capital Region,2022/02/01,15-24 years,Males,69.28534555
Capital Region,2022/02/01,15-24 years,Females,71.48623766
Capital Region,2022/02/01,25-34 years,Males,87.69530225
Capital Region,2022/02/01,25-34 years,Females,80.86247776
Capital Region,2022/02/01,35-44 years,Males,88.64143234
Capital Region,2022/02/01,35-44 years,Females,83.1348771
Capital Region,2022/02/01,45-54 years,Males,85.11109317
Capital Region,2022/02/01,45-54 years,Females,83.43669312
Capital Region,2022/02/01,55-64 years,Males,64.09072169
Capital Region,2022/02/01,55-64 years,Females,61.48186573
Capital Region,2022/02/01,65 years and over,Males,19.57555602
Capital Region,2022/02/01,65 years and over,Females,10.54264364
Capital Region,2022/01/01,15-24 years,Males,68.48403459
Capital Region,2022/01/01,15-24 years,Females,70.27252317
Capital Region,2022/01/01,25-34 years,Males,86.50494495
Capital Region,2022/01/01,25-34 years,Females,79.66304081
Capital Region,2022/01/01,35-44 years,Males,88.08666724
Capital Region,2022/01/01,35-44 years,Females,81.66665428
Capital Region,2022/01/01,45-54 years,Males,84.34311842
Capital Region,2022/01/01,45-54 years,Females,82.56886852
Capital Region,2022/01/01,55-64 years,Males,62.52229509
Capital Region,2022/01/01,55-64 years,Females,59.67845494
Capital Region,2022/01/01,65 years and over,Males,18.91515563
Capital Region,2022/01/01,65 years and over,Females,10.19451466
Capital Region,2021/12/01,15-24 years,Males,71.09502141
Capital Region,2021/12/01,15-24 years,Females,71.21202759
Capital Region,2021/12/01,25-34 years,Males,87.36159697
Capital Region,2021/12/01,25-34 years,Females,80.43472389
Capital Region,2021/12/01,35-44 years,Males,88.92000335
Capital Region,2021/12/01,35-44 years,Females,82.59346195
Capital Region,2021/12/01,45-54 years,Males,85.06497862
Capital Region,2021/12/01,45-54 years,Females,83.35937214
Capital Region,2021/12/01,55-64 years,Males,63.67060731
Capital Region,2021/12/01,55-64 years,Females,60.7875482
Capital Region,2021/12/01,65 years and over,Males,20.048667
Capital Region,2021/12/01,65 years and over,Females,10.92274948
Capital Region,2021/11/01,15-24 years,Males,69.47908327
Capital Region,2021/11/01,15-24 years,Females,68.59066933
Capital Region,2021/11/01,25-34 years,Males,86.87691146
Capital Region,2021/11/01,25-34 years,Females,79.40277107
Capital Region,2021/11/01,35-44 years,Males,88.75247222
Capital Region,2021/11/01,35-44 years,Females,82.14622832
Capital Region,2021/11/01,45-54 years,Males,84.84042448
Capital Region,2021/11/01,45-54 years,Females,82.72080444
Capital Region,2021/11/01,55-64 years,Males,63.1133789
Capital Region,2021/11/01,55-64 years,Females,60.20298119
Capital Region,2021/11/01,65 years and over,Males,19.84442803
Capital Region,2021/11/01,65 years and over,Females,10.98719304
Capital Region,2021/10/01,15-24 years,Males,66.06073304
Capital Region,2021/10/01,15-24 years,Females,64.17263367
Capital Region,2021/10/01,25-34 years,Males,85.37872259
Capital Region,2021/10/01,25-34 years,Females,76.93954064
Capital Region,2021/10/01,35-44 years,Males,87.61026132
Capital Region,2021/10/01,35-44 years,Females,80.61146025
Capital Region,2021/10/01,45-54 years,Males,83.7337329
Capital Region,2021/10/01,45-54 years,Females,80.7382747
Capital Region,2021/10/01,55-64 years,Males,61.15974283
Capital Region,2021/10/01,55-64 years,Females,57.96072525
Capital Region,2021/10/01,65 years and over,Males,18.59720302
Capital Region,2021/10/01,65 years and over,Females,10.44635316
Capital Region,2021/09/01,15-24 years,Males,65.74039332
Capital Region,2021/09/01,15-24 years,Females,63.27374746
Capital Region,2021/09/01,25-34 years,Males,85.64861976
Capital Region,2021/09/01,25-34 years,Females,76.78363412
Capital Region,2021/09/01,35-44 years,Males,87.33041107
Capital Region,2021/09/01,35-44 years,Females,80.96219843
Capital Region,2021/09/01,45-54 years,Males,83.72592292
Capital Region,2021/09/01,45-54 years,Females,80.2927706
Capital Region,2021/09/01,55-64 years,Males,61.01827128
Capital Region,2021/09/01,55-64 years,Females,57.64017812
Capital Region,2021/09/01,65 years and over,Males,18.71461328
Capital Region,2021/09/01,65 years and over,Females,10.7002756
Capital Region,2021/08/01,15-24 years,Males,67.0193104
Capital Region,2021/08/01,15-24 years,Females,65.0458833
Capital Region,2021/08/01,25-34 years,Males,86.74678462
Capital Region,2021/08/01,25-34 years,Females,77.34550803
Capital Region,2021/08/01,35-44 years,Males,87.74292546
Capital Region,2021/08/01,35-44 years,Females,81.60074391
Capital Region,2021/08/01,45-54 years,Males,83.84835287
Capital Region,2021/08/01,45-54 years,Females,80.26898478
Capital Region,2021/08/01,55-64 years,Males,61.37090328
Capital Region,2021/08/01,55-64 years,Females,57.9245159
Capital Region,2021/08/01,65 years and over,Males,18.85237042
Capital Region,2021/08/01,65 years and over,Females,10.99847059
Capital Region,2021/07/01,15-24 years,Males,70.11575716
Capital Region,2021/07/01,15-24 years,Females,68.9526139
Capital Region,2021/07/01,25-34 years,Males,88.67460616
Capital Region,2021/07/01,25-34 years,Females,78.90091314
Capital Region,2021/07/01,35-44 years,Males,89.00060945
Capital Region,2021/07/01,35-44 years,Females,83.35577582
Capital Region,2021/07/01,45-54 years,Males,84.79378802
Capital Region,2021/07/01,45-54 years,Females,81.64997619
Capital Region,2021/07/01,55-64 years,Males,63.43607386
Capital Region,2021/07/01,55-64 years,Females,60.16543862
Capital Region,2021/07/01,65 years and over,Males,20.4761477
Capital Region,2021/07/01,65 years and over,Females,12.19696718
Capital Region,2021/06/01,15-24 years,Males,69.83590698
Capital Region,2021/06/01,15-24 years,Females,68.38057877
Capital Region,2021/06/01,25-34 years,Males,88.76007392
Capital Region,2021/06/01,25-34 years,Females,78.58525319
Capital Region,2021/06/01,35-44 years,Males,88.75911385
Capital Region,2021/06/01,35-44 years,Females,83.45607894
Capital Region,2021/06/01,45-54 years,Males,84.07667007
Capital Region,2021/06/01,45-54 years,Females,81.18688618
Capital Region,2021/06/01,55-64 years,Males,63.00933222
Capital Region,2021/06/01,55-64 years,Females,59.94227992
Capital Region,2021/06/01,65 years and over,Males,20.68302856
Capital Region,2021/06/01,65 years and over,Females,12.31484635
Capital Region,2021/05/01,15-24 years,Males,70.88634256
Capital Region,2021/05/01,15-24 years,Females,69.59026374
Capital Region,2021/05/01,25-34 years,Males,89.56713528
Capital Region,2021/05/01,25-34 years,Females,78.89544458
Capital Region,2021/05/01,35-44 years,Males,89.28336287
Capital Region,2021/05/01,35-44 years,Females,83.92354788
Capital Region,2021/05/01,45-54 years,Males,84.17376918
Capital Region,2021/05/01,45-54 years,Females,81.29863305
Capital Region,2021/05/01,55-64 years,Males,62.90593513
Capital Region,2021/05/01,55-64 years,Females,60.13170547
Capital Region,2021/05/01,65 years and over,Males,20.53048599
Capital Region,2021/05/01,65 years and over,Females,12.39854925
Capital Region,2021/04/01,15-24 years,Males,70.29869818
Capital Region,2021/04/01,15-24 years,Females,68.69250185
Capital Region,2021/04/01,25-34 years,Males,89.32375961
Capital Region,2021/04/01,25-34 years,Females,78.32205092
Capital Region,2021/04/01,35-44 years,Males,89.03442485
Capital Region,2021/04/01,35-44 years,Females,83.31158932
Capital Region,2021/04/01,45-54 years,Males,83.66688997
Capital Region,2021/04/01,45-54 years,Females,80.75726045
Capital Region,2021/04/01,55-64 years,Males,62.13278449
Capital Region,2021/04/01,55-64 years,Females,59.19904893
Capital Region,2021/04/01,65 years and over,Males,19.89759651
Capital Region,2021/04/01,65 years and over,Females,11.98830552
Capital Region,2021/03/01,15-24 years,Males,70.02936597
Capital Region,2021/03/01,15-24 years,Females,68.78146556
Capital Region,2021/03/01,25-34 years,Males,89.51808141
Capital Region,2021/03/01,25-34 years,Females,78.39213359
Capital Region,2021/03/01,35-44 years,Males,88.95224967
Capital Region,2021/03/01,35-44 years,Females,83.17728381
Capital Region,2021/03/01,45-54 years,Males,83.60113935
Capital Region,2021/03/01,45-54 years,Females,81.08240931
Capital Region,2021/03/01,55-64 years,Males,62.32190906
Capital Region,2021/03/01,55-64 years,Females,59.16078062
Capital Region,2021/03/01,65 years and over,Males,20.33996851
Capital Region,2021/03/01,65 years and over,Females,12.00145746
Capital Region,2021/02/01,15-24 years,Males,69.07882259
Capital Region,2021/02/01,15-24 years,Females,68.2525322
Capital Region,2021/02/01,25-34 years,Males,89.05823504
Capital Region,2021/02/01,25-34 years,Females,78.05904715
Capital Region,2021/02/01,35-44 years,Males,88.86741734
Capital Region,2021/02/01,35-44 years,Females,82.81256425
Capital Region,2021/02/01,45-54 years,Males,83.36966436
Capital Region,2021/02/01,45-54 years,Females,80.93518422
Capital Region,2021/02/01,55-64 years,Males,62.47759376
Capital Region,2021/02/01,55-64 years,Females,59.14960554
Capital Region,2021/02/01,65 years and over,Males,20.69321033
Capital Region,2021/02/01,65 years and over,Females,11.94453841
Capital Region,2021/01/01,15-24 years,Males,67.19243087
Capital Region,2021/01/01,15-24 years,Females,66.19674484
Capital Region,2021/01/01,25-34 years,Males,87.9828407
Capital Region,2021/01/01,25-34 years,Females,76.59232696
Capital Region,2021/01/01,35-44 years,Males,88.20336838
Capital Region,2021/01/01,35-44 years,Females,81.39119909
Capital Region,2021/01/01,45-54 years,Males,82.4226861
Capital Region,2021/01/01,45-54 years,Females,79.579053
Capital Region,2021/01/01,55-64 years,Males,61.19405586
Capital Region,2021/01/01,55-64 years,Females,57.76385922
Capital Region,2021/01/01,65 years and over,Males,19.69254131
Capital Region,2021/01/01,65 years and over,Females,11.17556472
Capital Region,2020/12/01,15-24 years,Males,67.92263354
Capital Region,2020/12/01,15-24 years,Females,68.15617396
Capital Region,2020/12/01,25-34 years,Males,88.66769775
Capital Region,2020/12/01,25-34 years,Females,78.20515749
Capital Region,2020/12/01,35-44 years,Males,89.20641941
Capital Region,2020/12/01,35-44 years,Females,82.22209263
Capital Region,2020/12/01,45-54 years,Males,83.59894425
Capital Region,2020/12/01,45-54 years,Females,80.72358143
Capital Region,2020/12/01,55-64 years,Males,62.92627079
Capital Region,2020/12/01,55-64 years,Females,59.1717581
Capital Region,2020/12/01,65 years and over,Males,20.20667984
Capital Region,2020/12/01,65 years and over,Females,11.38230841
Capital Region,2020/11/01,15-24 years,Males,65.11455069
Capital Region,2020/11/01,15-24 years,Females,66.4617081
Capital Region,2020/11/01,25-34 years,Males,87.58692818
Capital Region,2020/11/01,25-34 years,Females,77.26505226
Capital Region,2020/11/01,35-44 years,Males,88.84375738
Capital Region,2020/11/01,35-44 years,Females,81.36606255
Capital Region,2020/11/01,45-54 years,Males,83.59177425
Capital Region,2020/11/01,45-54 years,Females,80.18170866
Capital Region,2020/11/01,55-64 years,Males,63.49457662
Capital Region,2020/11/01,55-64 years,Females,59.19439438
Capital Region,2020/11/01,65 years and over,Males,19.92347908
Capital Region,2020/11/01,65 years and over,Females,11.22268745
Capital Region,2020/10/01,15-24 years,Males,63.18369793
Capital Region,2020/10/01,15-24 years,Females,65.84789972
Capital Region,2020/10/01,25-34 years,Males,86.88488795
Capital Region,2020/10/01,25-34 years,Females,76.72208022
Capital Region,2020/10/01,35-44 years,Males,88.74186745
Capital Region,2020/10/01,35-44 years,Females,80.88152821
Capital Region,2020/10/01,45-54 years,Males,83.68449409
Capital Region,2020/10/01,45-54 years,Females,79.75627392
Capital Region,2020/10/01,55-64 years,Males,63.61186931
Capital Region,2020/10/01,55-64 years,Females,58.78031205
Capital Region,2020/10/01,65 years and over,Males,19.23628892
Capital Region,2020/10/01,65 years and over,Females,10.79894064
Capital Region,2020/09/01,15-24 years,Males,60.6991995
Capital Region,2020/09/01,15-24 years,Females,64.63865597
Capital Region,2020/09/01,25-34 years,Males,85.62274642
Capital Region,2020/09/01,25-34 years,Females,76.13432749
Capital Region,2020/09/01,35-44 years,Males,88.19093584
Capital Region,2020/09/01,35-44 years,Females,80.13988102
Capital Region,2020/09/01,45-54 years,Males,83.65907354
Capital Region,2020/09/01,45-54 years,Females,79.36674167
Capital Region,2020/09/01,55-64 years,Males,64.13312062
Capital Region,2020/09/01,55-64 years,Females,58.57797124
Capital Region,2020/09/01,65 years and over,Males,19.25739769
Capital Region,2020/09/01,65 years and over,Females,10.78041612
Capital Region,2020/08/01,15-24 years,Males,60.73816085
Capital Region,2020/08/01,15-24 years,Females,64.76673911
Capital Region,2020/08/01,25-34 years,Males,86.60795179
Capital Region,2020/08/01,25-34 years,Females,76.39784141
Capital Region,2020/08/01,35-44 years,Males,88.60643169
Capital Region,2020/08/01,35-44 years,Females,80.10392173
Capital Region,2020/08/01,45-54 years,Males,84.13959679
Capital Region,2020/08/01,45-54 years,Females,79.58711144
Capital Region,2020/08/01,55-64 years,Males,64.10123118
Capital Region,2020/08/01,55-64 years,Females,58.31607698
Capital Region,2020/08/01,65 years and over,Males,18.71363563
Capital Region,2020/08/01,65 years and over,Females,10.32668393
Capital Region,2020/07/01,15-24 years,Males,60.27459215
Capital Region,2020/07/01,15-24 years,Females,63.50571176
Capital Region,2020/07/01,25-34 years,Males,86.22987009
Capital Region,2020/07/01,25-34 years,Females,75.71345574
Capital Region,2020/07/01,35-44 years,Males,88.01571812
Capital Region,2020/07/01,35-44 years,Females,79.16211092
Capital Region,2020/07/01,45-54 years,Males,83.82975766
Capital Region,2020/07/01,45-54 years,Females,79.21235763
Capital Region,2020/07/01,55-64 years,Males,63.96802345
Capital Region,2020/07/01,55-64 years,Females,57.78946317
Capital Region,2020/07/01,65 years and over,Males,18.11530896
Capital Region,2020/07/01,65 years and over,Females,10.0054117
Capital Region,2020/06/01,15-24 years,Males,59.42802423
Capital Region,2020/06/01,15-24 years,Females,61.88769885
Capital Region,2020/06/01,25-34 years,Males,86.39773361
Capital Region,2020/06/01,25-34 years,Females,75.03289672
Capital Region,2020/06/01,35-44 years,Males,87.79576473
Capital Region,2020/06/01,35-44 years,Females,78.83818546
Capital Region,2020/06/01,45-54 years,Males,83.633514
Capital Region,2020/06/01,45-54 years,Females,78.88962651
Capital Region,2020/06/01,55-64 years,Males,63.33979495
Capital Region,2020/06/01,55-64 years,Females,57.29326056
Capital Region,2020/06/01,65 years and over,Males,17.12261742
Capital Region,2020/06/01,65 years and over,Females,9.677493834
Capital Region,2020/05/01,15-24 years,Males,58.15000642
Capital Region,2020/05/01,15-24 years,Females,59.7498236
Capital Region,2020/05/01,25-34 years,Males,86.26000416
Capital Region,2020/05/01,25-34 years,Females,74.26728131
Capital Region,2020/05/01,35-44 years,Males,87.62726177
Capital Region,2020/05/01,35-44 years,Females,78.0992338
Capital Region,2020/05/01,45-54 years,Males,83.0418102
Capital Region,2020/05/01,45-54 years,Females,78.35791048
Capital Region,2020/05/01,55-64 years,Males,61.98128886
Capital Region,2020/05/01,55-64 years,Females,56.07439774
Capital Region,2020/05/01,65 years and over,Males,15.67994844
Capital Region,2020/05/01,65 years and over,Females,9.03935144
Capital Region,2020/04/01,15-24 years,Males,60.58849666
Capital Region,2020/04/01,15-24 years,Females,61.51539775
Capital Region,2020/04/01,25-34 years,Males,86.85211728
Capital Region,2020/04/01,25-34 years,Females,75.20305586
Capital Region,2020/04/01,35-44 years,Males,87.82506715
Capital Region,2020/04/01,35-44 years,Females,78.58657804
Capital Region,2020/04/01,45-54 years,Males,83.22417428
Capital Region,2020/04/01,45-54 years,Females,78.68501897
