Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Capital Region,2021/12/01,35-44 years,Females,3.9
Capital Region,2021/12/01,45-54 years,Males,1.9
Capital Region,2021/12/01,45-54 years,Females,1.9
Capital Region,2021/12/01,55-64 years,Males,2.2
Capital Region,2021/12/01,55-64 years,Females,2
Capital Region,2021/12/01,65 years and over,Males,1.5
Capital Region,2021/12/01,65 years and over,Females,0.7
Capital Region,2021/11/01,15-24 years,Males,7.7
Capital Region,2021/11/01,15-24 years,Females,7.8
Capital Region,2021/11/01,25-34 years,Males,2.8
Capital Region,2021/11/01,25-34 years,Females,3.4
Capital Region,2021/11/01,35-44 years,Males,2.3
Capital Region,2021/11/01,35-44 years,Females,4.3
Capital Region,2021/11/01,45-54 years,Males,2
Capital Region,2021/11/01,45-54 years,Females,2.1
Capital Region,2021/11/01,55-64 years,Males,2.5
Capital Region,2021/11/01,55-64 years,Females,2.3
Capital Region,2021/11/01,65 years and over,Males,1.7
Capital Region,2021/11/01,65 years and over,Females,0.7
Capital Region,2021/10/01,15-24 years,Males,9.5
Capital Region,2021/10/01,15-24 years,Females,9.6
Capital Region,2021/10/01,25-34 years,Males,3.3
Capital Region,2021/10/01,25-34 years,Females,4.3
Capital Region,2021/10/01,35-44 years,Males,2.8
Capital Region,2021/10/01,35-44 years,Females,4.7
Capital Region,2021/10/01,45-54 years,Males,2.3
Capital Region,2021/10/01,45-54 years,Females,2.4
Capital Region,2021/10/01,55-64 years,Males,3
Capital Region,2021/10/01,55-64 years,Females,3
Capital Region,2021/10/01,65 years and over,Males,2
Capital Region,2021/10/01,65 years and over,Females,0.8
Capital Region,2021/09/01,15-24 years,Males,9.3
Capital Region,2021/09/01,15-24 years,Females,9.1
Capital Region,2021/09/01,25-34 years,Males,3.2
Capital Region,2021/09/01,25-34 years,Females,4
Capital Region,2021/09/01,35-44 years,Males,2.8
Capital Region,2021/09/01,35-44 years,Females,3.9
Capital Region,2021/09/01,45-54 years,Males,2.3
Capital Region,2021/09/01,45-54 years,Females,2.3
Capital Region,2021/09/01,55-64 years,Males,3.1
Capital Region,2021/09/01,55-64 years,Females,3.4
Capital Region,2021/09/01,65 years and over,Males,1.8
Capital Region,2021/09/01,65 years and over,Females,0.9
Capital Region,2021/08/01,15-24 years,Males,8.4
Capital Region,2021/08/01,15-24 years,Females,7.7
Capital Region,2021/08/01,25-34 years,Males,2.9
Capital Region,2021/08/01,25-34 years,Females,3.1
Capital Region,2021/08/01,35-44 years,Males,2.5
Capital Region,2021/08/01,35-44 years,Females,3.1
Capital Region,2021/08/01,45-54 years,Males,2.1
Capital Region,2021/08/01,45-54 years,Females,2.1
Capital Region,2021/08/01,55-64 years,Males,2.8
Capital Region,2021/08/01,55-64 years,Females,3.2
Capital Region,2021/08/01,65 years and over,Males,1.6
Capital Region,2021/08/01,65 years and over,Females,0.7
Capital Region,2021/07/01,15-24 years,Males,7.9
Capital Region,2021/07/01,15-24 years,Females,6.9
Capital Region,2021/07/01,25-34 years,Males,2.8
Capital Region,2021/07/01,25-34 years,Females,2.8
Capital Region,2021/07/01,35-44 years,Males,2.4
Capital Region,2021/07/01,35-44 years,Females,2.6
Capital Region,2021/07/01,45-54 years,Males,2
Capital Region,2021/07/01,45-54 years,Females,2
Capital Region,2021/07/01,55-64 years,Males,2.8
Capital Region,2021/07/01,55-64 years,Females,3
Capital Region,2021/07/01,65 years and over,Males,1.4
Capital Region,2021/07/01,65 years and over,Females,0.7
Capital Region,2021/06/01,15-24 years,Males,10
Capital Region,2021/06/01,15-24 years,Females,8.5
Capital Region,2021/06/01,25-34 years,Males,3.8
Capital Region,2021/06/01,25-34 years,Females,3.7
Capital Region,2021/06/01,35-44 years,Males,3.1
Capital Region,2021/06/01,35-44 years,Females,3.2
Capital Region,2021/06/01,45-54 years,Males,2.8
Capital Region,2021/06/01,45-54 years,Females,2.6
Capital Region,2021/06/01,55-64 years,Males,3.6
Capital Region,2021/06/01,55-64 years,Females,3.9
Capital Region,2021/06/01,65 years and over,Males,1.6
Capital Region,2021/06/01,65 years and over,Females,1
Capital Region,2021/05/01,15-24 years,Males,8.5
Capital Region,2021/05/01,15-24 years,Females,7.4
Capital Region,2021/05/01,25-34 years,Males,3.5
Capital Region,2021/05/01,25-34 years,Females,3.3
Capital Region,2021/05/01,35-44 years,Males,2.7
Capital Region,2021/05/01,35-44 years,Females,2.6
Capital Region,2021/05/01,45-54 years,Males,2.5
Capital Region,2021/05/01,45-54 years,Females,2.2
Capital Region,2021/05/01,55-64 years,Males,2.9
Capital Region,2021/05/01,55-64 years,Females,3.2
Capital Region,2021/05/01,65 years and over,Males,1.3
Capital Region,2021/05/01,65 years and over,Females,1.2
Capital Region,2021/04/01,15-24 years,Males,8.4
Capital Region,2021/04/01,15-24 years,Females,7.9
Capital Region,2021/04/01,25-34 years,Males,3.8
Capital Region,2021/04/01,25-34 years,Females,3.5
Capital Region,2021/04/01,35-44 years,Males,2.9
Capital Region,2021/04/01,35-44 years,Females,2.7
Capital Region,2021/04/01,45-54 years,Males,2.6
Capital Region,2021/04/01,45-54 years,Females,2.3
Capital Region,2021/04/01,55-64 years,Males,2.9
Capital Region,2021/04/01,55-64 years,Females,3.6
Capital Region,2021/04/01,65 years and over,Males,1.3
Capital Region,2021/04/01,65 years and over,Females,1.3
Capital Region,2021/03/01,15-24 years,Males,8.6
Capital Region,2021/03/01,15-24 years,Females,8.2
Capital Region,2021/03/01,25-34 years,Males,3.8
Capital Region,2021/03/01,25-34 years,Females,3.9
Capital Region,2021/03/01,35-44 years,Males,3.1
Capital Region,2021/03/01,35-44 years,Females,2.7
Capital Region,2021/03/01,45-54 years,Males,2.8
Capital Region,2021/03/01,45-54 years,Females,2.3
Capital Region,2021/03/01,55-64 years,Males,2.7
Capital Region,2021/03/01,55-64 years,Females,4.1
Capital Region,2021/03/01,65 years and over,Males,1.2
Capital Region,2021/03/01,65 years and over,Females,1
Capital Region,2021/02/01,15-24 years,Males,9.1
Capital Region,2021/02/01,15-24 years,Females,9.3
Capital Region,2021/02/01,25-34 years,Males,4.4
Capital Region,2021/02/01,25-34 years,Females,4.5
Capital Region,2021/02/01,35-44 years,Males,3.2
Capital Region,2021/02/01,35-44 years,Females,3
Capital Region,2021/02/01,45-54 years,Males,3.1
Capital Region,2021/02/01,45-54 years,Females,2.6
Capital Region,2021/02/01,55-64 years,Males,2.9
Capital Region,2021/02/01,55-64 years,Females,4.5
Capital Region,2021/02/01,65 years and over,Males,1.2
Capital Region,2021/02/01,65 years and over,Females,0.9
Capital Region,2021/01/01,15-24 years,Males,10.2
Capital Region,2021/01/01,15-24 years,Females,10.5
Capital Region,2021/01/01,25-34 years,Males,5
Capital Region,2021/01/01,25-34 years,Females,5.5
Capital Region,2021/01/01,35-44 years,Males,3.5
Capital Region,2021/01/01,35-44 years,Females,3.5
Capital Region,2021/01/01,45-54 years,Males,3.4
Capital Region,2021/01/01,45-54 years,Females,3.1
Capital Region,2021/01/01,55-64 years,Males,3.3
Capital Region,2021/01/01,55-64 years,Females,4.9
Capital Region,2021/01/01,65 years and over,Males,1.3
Capital Region,2021/01/01,65 years and over,Females,0.7
Capital Region,2020/12/01,15-24 years,Males,8.5
Capital Region,2020/12/01,15-24 years,Females,8.4
Capital Region,2020/12/01,25-34 years,Males,4.1
Capital Region,2020/12/01,25-34 years,Females,4.5
Capital Region,2020/12/01,35-44 years,Males,2.8
Capital Region,2020/12/01,35-44 years,Females,3
Capital Region,2020/12/01,45-54 years,Males,2.7
Capital Region,2020/12/01,45-54 years,Females,2.7
Capital Region,2020/12/01,55-64 years,Males,2.6
Capital Region,2020/12/01,55-64 years,Females,3.9
Capital Region,2020/12/01,65 years and over,Males,1
Capital Region,2020/12/01,65 years and over,Females,0.5
Capital Region,2020/11/01,15-24 years,Males,10.3
Capital Region,2020/11/01,15-24 years,Females,10
Capital Region,2020/11/01,25-34 years,Males,4.8
Capital Region,2020/11/01,25-34 years,Females,6.1
Capital Region,2020/11/01,35-44 years,Males,3.3
Capital Region,2020/11/01,35-44 years,Females,3.9
Capital Region,2020/11/01,45-54 years,Males,3
Capital Region,2020/11/01,45-54 years,Females,3.5
Capital Region,2020/11/01,55-64 years,Males,3.1
Capital Region,2020/11/01,55-64 years,Females,4.5
Capital Region,2020/11/01,65 years and over,Males,1.3
Capital Region,2020/11/01,65 years and over,Females,0.5
Capital Region,2020/10/01,15-24 years,Males,9.9
Capital Region,2020/10/01,15-24 years,Females,9.2
Capital Region,2020/10/01,25-34 years,Males,4.8
Capital Region,2020/10/01,25-34 years,Females,6
Capital Region,2020/10/01,35-44 years,Males,3.2
Capital Region,2020/10/01,35-44 years,Females,3.6
Capital Region,2020/10/01,45-54 years,Males,2.7
Capital Region,2020/10/01,45-54 years,Females,3.5
Capital Region,2020/10/01,55-64 years,Males,2.8
Capital Region,2020/10/01,55-64 years,Females,4.1
Capital Region,2020/10/01,65 years and over,Males,1.2
Capital Region,2020/10/01,65 years and over,Females,0.4
Capital Region,2020/09/01,15-24 years,Males,11.9
Capital Region,2020/09/01,15-24 years,Females,10.5
Capital Region,2020/09/01,25-34 years,Males,6
Capital Region,2020/09/01,25-34 years,Females,6.5
Capital Region,2020/09/01,35-44 years,Males,3.9
Capital Region,2020/09/01,35-44 years,Females,4.4
Capital Region,2020/09/01,45-54 years,Males,3.2
Capital Region,2020/09/01,45-54 years,Females,4.3
Capital Region,2020/09/01,55-64 years,Males,3.3
Capital Region,2020/09/01,55-64 years,Females,4.9
Capital Region,2020/09/01,65 years and over,Males,1.4
Capital Region,2020/09/01,65 years and over,Females,0.5
Capital Region,2020/08/01,15-24 years,Males,9.5
Capital Region,2020/08/01,15-24 years,Females,8.6
Capital Region,2020/08/01,25-34 years,Males,4.5
Capital Region,2020/08/01,25-34 years,Females,5.2
Capital Region,2020/08/01,35-44 years,Males,3.2
Capital Region,2020/08/01,35-44 years,Females,3.8
Capital Region,2020/08/01,45-54 years,Males,2.5
Capital Region,2020/08/01,45-54 years,Females,3.5
Capital Region,2020/08/01,55-64 years,Males,2.6
Capital Region,2020/08/01,55-64 years,Females,3.8
Capital Region,2020/08/01,65 years and over,Males,1.1
Capital Region,2020/08/01,65 years and over,Females,0.4
Capital Region,2020/07/01,15-24 years,Males,11.5
Capital Region,2020/07/01,15-24 years,Females,10.8
Capital Region,2020/07/01,25-34 years,Males,5.2
Capital Region,2020/07/01,25-34 years,Females,6.5
Capital Region,2020/07/01,35-44 years,Males,3.9
Capital Region,2020/07/01,35-44 years,Females,4.6
Capital Region,2020/07/01,45-54 years,Males,3
Capital Region,2020/07/01,45-54 years,Females,4.2
Capital Region,2020/07/01,55-64 years,Males,3.1
Capital Region,2020/07/01,55-64 years,Females,4.5
Capital Region,2020/07/01,65 years and over,Males,1.3
Capital Region,2020/07/01,65 years and over,Females,0.5
Capital Region,2020/06/01,15-24 years,Males,12
Capital Region,2020/06/01,15-24 years,Females,11.3
Capital Region,2020/06/01,25-34 years,Males,5.2
Capital Region,2020/06/01,25-34 years,Females,6.9
Capital Region,2020/06/01,35-44 years,Males,4
Capital Region,2020/06/01,35-44 years,Females,4.5
Capital Region,2020/06/01,45-54 years,Males,3.1
Capital Region,2020/06/01,45-54 years,Females,4.3
Capital Region,2020/06/01,55-64 years,Males,3.1
Capital Region,2020/06/01,55-64 years,Females,4.6
Capital Region,2020/06/01,65 years and over,Males,1.4
Capital Region,2020/06/01,65 years and over,Females,0.5
Capital Region,2020/05/01,15-24 years,Males,11.8
Capital Region,2020/05/01,15-24 years,Females,11.2
Capital Region,2020/05/01,25-34 years,Males,5
Capital Region,2020/05/01,25-34 years,Females,6.2
Capital Region,2020/05/01,35-44 years,Males,3.7
Capital Region,2020/05/01,35-44 years,Females,4
Capital Region,2020/05/01,45-54 years,Males,3.2
Capital Region,2020/05/01,45-54 years,Females,4
Capital Region,2020/05/01,55-64 years,Males,3
Capital Region,2020/05/01,55-64 years,Females,4.2
Capital Region,2020/05/01,65 years and over,Males,1.4
Capital Region,2020/05/01,65 years and over,Females,0.5
Capital Region,2020/04/01,15-24 years,Males,11.8
Capital Region,2020/04/01,15-24 years,Females,11
Capital Region,2020/04/01,25-34 years,Males,4.9
Capital Region,2020/04/01,25-34 years,Females,5.4
Capital Region,2020/04/01,35-44 years,Males,3.6
Capital Region,2020/04/01,35-44 years,Females,3.5
Capital Region,2020/04/01,45-54 years,Males,3.1
Capital Region,2020/04/01,45-54 years,Females,3.8
Capital Region,2020/04/01,55-64 years,Males,2.9
Capital Region,2020/04/01,55-64 years,Females,4.1
Capital Region,2020/04/01,65 years and over,Males,1.5
Capital Region,2020/04/01,65 years and over,Females,0.4
Capital Region,2020/03/01,15-24 years,Males,10.7
Capital Region,2020/03/01,15-24 years,Females,9.6
Capital Region,2020/03/01,25-34 years,Males,4
Capital Region,2020/03/01,25-34 years,Females,4.1
Capital Region,2020/03/01,35-44 years,Males,3
Capital Region,2020/03/01,35-44 years,Females,2.7
Capital Region,2020/03/01,45-54 years,Males,2.6
Capital Region,2020/03/01,45-54 years,Females,3.3
Capital Region,2020/03/01,55-64 years,Males,2.6
Capital Region,2020/03/01,55-64 years,Females,3.8
Capital Region,2020/03/01,65 years and over,Males,1.3
Capital Region,2020/03/01,65 years and over,Females,0.4
Capital Region,2020/02/01,15-24 years,Males,11.3
Capital Region,2020/02/01,15-24 years,Females,10.2
Capital Region,2020/02/01,25-34 years,Males,4.1
Capital Region,2020/02/01,25-34 years,Females,4.1
Capital Region,2020/02/01,35-44 years,Males,3.2
Capital Region,2020/02/01,35-44 years,Females,2.7
Capital Region,2020/02/01,45-54 years,Males,2.7
Capital Region,2020/02/01,45-54 years,Females,3.4
Capital Region,2020/02/01,55-64 years,Males,2.7
Capital Region,2020/02/01,55-64 years,Females,3.7
Capital Region,2020/02/01,65 years and over,Males,1.4
Capital Region,2020/02/01,65 years and over,Females,0.4
Capital Region,2020/01/01,15-24 years,Males,10.6
Capital Region,2020/01/01,15-24 years,Females,9.6
Capital Region,2020/01/01,25-34 years,Males,3.8
Capital Region,2020/01/01,25-34 years,Females,3.6
Capital Region,2020/01/01,35-44 years,Males,3
Capital Region,2020/01/01,35-44 years,Females,2.4
Capital Region,2020/01/01,45-54 years,Males,2.5
Capital Region,2020/01/01,45-54 years,Females,3
Capital Region,2020/01/01,55-64 years,Males,2.4
Capital Region,2020/01/01,55-64 years,Females,3.1
Capital Region,2020/01/01,65 years and over,Males,1.4
Capital Region,2020/01/01,65 years and over,Females,0.4
Capital Region,2019/12/01,15-24 years,Males,9.2
Capital Region,2019/12/01,15-24 years,Females,8.1
Capital Region,2019/12/01,25-34 years,Males,3.2
Capital Region,2019/12/01,25-34 years,Females,2.8
Capital Region,2019/12/01,35-44 years,Males,2.6
Capital Region,2019/12/01,35-44 years,Females,2.3
Capital Region,2019/12/01,45-54 years,Males,2.3
Capital Region,2019/12/01,45-54 years,Females,2.6
Capital Region,2019/12/01,55-64 years,Males,2.1
Capital Region,2019/12/01,55-64 years,Females,2.5
Capital Region,2019/12/01,65 years and over,Males,1.3
Capital Region,2019/12/01,65 years and over,Females,0.3
Capital Region,2019/11/01,15-24 years,Males,9.6
Capital Region,2019/11/01,15-24 years,Females,8.5
Capital Region,2019/11/01,25-34 years,Males,3.3
Capital Region,2019/11/01,25-34 years,Females,3
Capital Region,2019/11/01,35-44 years,Males,2.9
Capital Region,2019/11/01,35-44 years,Females,2.8
Capital Region,2019/11/01,45-54 years,Males,2.5
Capital Region,2019/11/01,45-54 years,Females,2.7
Capital Region,2019/11/01,55-64 years,Males,2.3
Capital Region,2019/11/01,55-64 years,Females,2.5
Capital Region,2019/11/01,65 years and over,Males,1.4
Capital Region,2019/11/01,65 years and over,Females,0.4
Capital Region,2019/10/01,15-24 years,Males,9.8
Capital Region,2019/10/01,15-24 years,Females,8.5
Capital Region,2019/10/01,25-34 years,Males,3.2
Capital Region,2019/10/01,25-34 years,Females,3
Capital Region,2019/10/01,35-44 years,Males,3
Capital Region,2019/10/01,35-44 years,Females,3
Capital Region,2019/10/01,45-54 years,Males,2.6
Capital Region,2019/10/01,45-54 years,Females,2.7
Capital Region,2019/10/01,55-64 years,Males,2.4
Capital Region,2019/10/01,55-64 years,Females,2.4
Capital Region,2019/10/01,65 years and over,Males,1.3
Capital Region,2019/10/01,65 years and over,Females,0.4
Capital Region,2019/09/01,15-24 years,Males,10.3
Capital Region,2019/09/01,15-24 years,Females,8.6
Capital Region,2019/09/01,25-34 years,Males,3.2
Capital Region,2019/09/01,25-34 years,Females,3
Capital Region,2019/09/01,35-44 years,Males,3.2
Capital Region,2019/09/01,35-44 years,Females,3.5
Capital Region,2019/09/01,45-54 years,Males,2.7
Capital Region,2019/09/01,45-54 years,Females,2.7
Capital Region,2019/09/01,55-64 years,Males,2.5
Capital Region,2019/09/01,55-64 years,Females,2.3
Capital Region,2019/09/01,65 years and over,Males,1.3
Capital Region,2019/09/01,65 years and over,Females,0.4
Capital Region,2019/08/01,15-24 years,Males,9.7
Capital Region,2019/08/01,15-24 years,Females,8.4
Capital Region,2019/08/01,25-34 years,Males,3.1
Capital Region,2019/08/01,25-34 years,Females,3
Capital Region,2019/08/01,35-44 years,Males,3.2
Capital Region,2019/08/01,35-44 years,Females,3.5
Capital Region,2019/08/01,45-54 years,Males,2.6
Capital Region,2019/08/01,45-54 years,Females,2.6
Capital Region,2019/08/01,55-64 years,Males,2.4
Capital Region,2019/08/01,55-64 years,Females,2.4
Capital Region,2019/08/01,65 years and over,Males,1.1
Capital Region,2019/08/01,65 years and over,Females,0.5
Capital Region,2019/07/01,15-24 years,Males,9.9
Capital Region,2019/07/01,15-24 years,Females,8.8
Capital Region,2019/07/01,25-34 years,Males,3.2
Capital Region,2019/07/01,25-34 years,Females,3.2
Capital Region,2019/07/01,35-44 years,Males,3.4
Capital Region,2019/07/01,35-44 years,Females,3.4
Capital Region,2019/07/01,45-54 years,Males,2.5
Capital Region,2019/07/01,45-54 years,Females,2.7
Capital Region,2019/07/01,55-64 years,Males,2.6
Capital Region,2019/07/01,55-64 years,Females,2.3
Capital Region,2019/07/01,65 years and over,Males,1.1
Capital Region,2019/07/01,65 years and over,Females,0.4
Capital Region,2019/06/01,15-24 years,Males,9
Capital Region,2019/06/01,15-24 years,Females,8.5
Capital Region,2019/06/01,25-34 years,Males,3.1
Capital Region,2019/06/01,25-34 years,Females,2.9
Capital Region,2019/06/01,35-44 years,Males,3.1
Capital Region,2019/06/01,35-44 years,Females,3.1
Capital Region,2019/06/01,45-54 years,Males,2.1
Capital Region,2019/06/01,45-54 years,Females,2.7
Capital Region,2019/06/01,55-64 years,Males,2.4
Capital Region,2019/06/01,55-64 years,Females,2
Capital Region,2019/06/01,65 years and over,Males,1.1
Capital Region,2019/06/01,65 years and over,Females,0.4
Capital Region,2019/05/01,15-24 years,Males,9.4
Capital Region,2019/05/01,15-24 years,Females,9.2
Capital Region,2019/05/01,25-34 years,Males,3.5
