Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Participation rate (%)
Capital Region,2022/04/01,65 years and over,Females,10.08358203
Capital Region,2022/03/01,15-24 years,Males,74.81036057
Capital Region,2022/03/01,15-24 years,Females,77.34648692
Capital Region,2022/03/01,25-34 years,Males,90.4161174
Capital Region,2022/03/01,25-34 years,Females,83.51506966
Capital Region,2022/03/01,35-44 years,Males,91.06959941
Capital Region,2022/03/01,35-44 years,Females,86.23135359
Capital Region,2022/03/01,45-54 years,Males,87.12981267
Capital Region,2022/03/01,45-54 years,Females,85.45209193
Capital Region,2022/03/01,55-64 years,Males,65.48833579
Capital Region,2022/03/01,55-64 years,Females,62.51967262
Capital Region,2022/03/01,65 years and over,Males,19.42376716
Capital Region,2022/03/01,65 years and over,Females,10.27015842
Capital Region,2022/02/01,15-24 years,Males,75.10888464
Capital Region,2022/02/01,15-24 years,Females,77.24783675
Capital Region,2022/02/01,25-34 years,Males,90.21722436
Capital Region,2022/02/01,25-34 years,Females,83.67628544
Capital Region,2022/02/01,35-44 years,Males,91.1250584
Capital Region,2022/02/01,35-44 years,Females,86.31011202
Capital Region,2022/02/01,45-54 years,Males,87.1227281
Capital Region,2022/02/01,45-54 years,Females,85.48354077
Capital Region,2022/02/01,55-64 years,Males,65.72015801
Capital Region,2022/02/01,55-64 years,Females,62.63856864
Capital Region,2022/02/01,65 years and over,Males,19.91414014
Capital Region,2022/02/01,65 years and over,Females,10.67621612
Capital Region,2022/01/01,15-24 years,Males,74.35657208
Capital Region,2022/01/01,15-24 years,Females,75.95794344
Capital Region,2022/01/01,25-34 years,Males,89.0347605
Capital Region,2022/01/01,25-34 years,Females,82.37270986
Capital Region,2022/01/01,35-44 years,Males,90.50792174
Capital Region,2022/01/01,35-44 years,Females,85.32476085
Capital Region,2022/01/01,45-54 years,Males,86.29657755
Capital Region,2022/01/01,45-54 years,Females,84.49616125
Capital Region,2022/01/01,55-64 years,Males,64.13284808
Capital Region,2022/01/01,55-64 years,Females,61.02224928
Capital Region,2022/01/01,65 years and over,Males,19.24257343
Capital Region,2022/01/01,65 years and over,Females,10.28528919
Capital Region,2021/12/01,15-24 years,Males,76.39507134
Capital Region,2021/12/01,15-24 years,Females,76.41144533
Capital Region,2021/12/01,25-34 years,Males,89.61441595
Capital Region,2021/12/01,25-34 years,Females,82.82178174
Capital Region,2021/12/01,35-44 years,Males,90.90419892
Capital Region,2021/12/01,35-44 years,Females,85.94203686
Capital Region,2021/12/01,45-54 years,Males,86.69574824
Capital Region,2021/12/01,45-54 years,Females,85.01304398
Capital Region,2021/12/01,55-64 years,Males,65.12389383
Capital Region,2021/12/01,55-64 years,Females,62.02560859
Capital Region,2021/12/01,65 years and over,Males,20.35430755
Capital Region,2021/12/01,65 years and over,Females,10.99542184
Capital Region,2021/11/01,15-24 years,Males,75.29301752
Capital Region,2021/11/01,15-24 years,Females,74.38930643
Capital Region,2021/11/01,25-34 years,Males,89.35049296
Capital Region,2021/11/01,25-34 years,Females,82.19804926
Capital Region,2021/11/01,35-44 years,Males,90.84516355
Capital Region,2021/11/01,35-44 years,Females,85.81196708
Capital Region,2021/11/01,45-54 years,Males,86.55477232
Capital Region,2021/11/01,45-54 years,Females,84.4981622
Capital Region,2021/11/01,55-64 years,Males,64.73755218
Capital Region,2021/11/01,55-64 years,Females,61.63156972
Capital Region,2021/11/01,65 years and over,Males,20.18642664
Capital Region,2021/11/01,65 years and over,Females,11.05917606
Capital Region,2021/10/01,15-24 years,Males,72.97292817
Capital Region,2021/10/01,15-24 years,Females,70.94905986
Capital Region,2021/10/01,25-34 years,Males,88.30267697
Capital Region,2021/10/01,25-34 years,Females,80.40669033
Capital Region,2021/10/01,35-44 years,Males,90.08839455
Capital Region,2021/10/01,35-44 years,Females,84.60282206
Capital Region,2021/10/01,45-54 years,Males,85.72695454
Capital Region,2021/10/01,45-54 years,Females,82.76394369
Capital Region,2021/10/01,55-64 years,Males,63.08137565
Capital Region,2021/10/01,55-64 years,Females,59.76690941
Capital Region,2021/10/01,65 years and over,Males,18.96880748
Capital Region,2021/10/01,65 years and over,Females,10.53148666
Capital Region,2021/09/01,15-24 years,Males,72.45079599
Capital Region,2021/09/01,15-24 years,Females,69.5700597
Capital Region,2021/09/01,25-34 years,Males,88.45808796
Capital Region,2021/09/01,25-34 years,Females,79.96035833
Capital Region,2021/09/01,35-44 years,Males,89.85569877
Capital Region,2021/09/01,35-44 years,Females,84.21209403
Capital Region,2021/09/01,45-54 years,Males,85.68217985
Capital Region,2021/09/01,45-54 years,Females,82.21750631
Capital Region,2021/09/01,55-64 years,Males,62.94347709
Capital Region,2021/09/01,55-64 years,Females,59.69675031
Capital Region,2021/09/01,65 years and over,Males,19.06440349
Capital Region,2021/09/01,65 years and over,Females,10.79992994
Capital Region,2021/08/01,15-24 years,Males,73.14177729
Capital Region,2021/08/01,15-24 years,Females,70.4638911
Capital Region,2021/08/01,25-34 years,Males,89.3070107
Capital Region,2021/08/01,25-34 years,Females,79.84060505
Capital Region,2021/08/01,35-44 years,Males,90.03159374
Capital Region,2021/08/01,35-44 years,Females,84.19349575
Capital Region,2021/08/01,45-54 years,Males,85.62955871
Capital Region,2021/08/01,45-54 years,Females,81.96005001
Capital Region,2021/08/01,55-64 years,Males,63.16763983
Capital Region,2021/08/01,55-64 years,Females,59.83972588
Capital Region,2021/08/01,65 years and over,Males,19.15360891
Capital Region,2021/08/01,65 years and over,Females,11.07552514
Capital Region,2021/07/01,15-24 years,Males,76.090322
Capital Region,2021/07/01,15-24 years,Females,74.0697016
Capital Region,2021/07/01,25-34 years,Males,91.21109786
Capital Region,2021/07/01,25-34 years,Females,81.14107801
Capital Region,2021/07/01,35-44 years,Males,91.1548395
Capital Region,2021/07/01,35-44 years,Females,85.5707499
Capital Region,2021/07/01,45-54 years,Males,86.55610532
Capital Region,2021/07/01,45-54 years,Females,83.32439845
Capital Region,2021/07/01,55-64 years,Males,65.26670463
Capital Region,2021/07/01,55-64 years,Females,62.05040781
Capital Region,2021/07/01,65 years and over,Males,20.75822833
Capital Region,2021/07/01,65 years and over,Females,12.27703059
Capital Region,2021/06/01,15-24 years,Males,77.57947983
Capital Region,2021/06/01,15-24 years,Females,74.75682009
Capital Region,2021/06/01,25-34 years,Males,92.29893651
Capital Region,2021/06/01,25-34 years,Females,81.60056057
Capital Region,2021/06/01,35-44 years,Males,91.55928192
Capital Region,2021/06/01,35-44 years,Females,86.1716262
Capital Region,2021/06/01,45-54 years,Males,86.4674068
Capital Region,2021/06/01,45-54 years,Females,83.36966906
Capital Region,2021/06/01,55-64 years,Males,65.33889348
Capital Region,2021/06/01,55-64 years,Females,62.3579942
Capital Region,2021/06/01,65 years and over,Males,21.01868902
Capital Region,2021/06/01,65 years and over,Females,12.43358105
Capital Region,2021/05/01,15-24 years,Males,77.4332062
Capital Region,2021/05/01,15-24 years,Females,75.14861906
Capital Region,2021/05/01,25-34 years,Males,92.86213423
Capital Region,2021/05/01,25-34 years,Females,81.57673746
Capital Region,2021/05/01,35-44 years,Males,91.79660024
Capital Region,2021/05/01,35-44 years,Females,86.16021314
Capital Region,2021/05/01,45-54 years,Males,86.30303545
Capital Region,2021/05/01,45-54 years,Females,83.16269264
Capital Region,2021/05/01,55-64 years,Males,64.79910216
Capital Region,2021/05/01,55-64 years,Females,62.13843717
Capital Region,2021/05/01,65 years and over,Males,20.79725888
Capital Region,2021/05/01,65 years and over,Females,12.54384753
Capital Region,2021/04/01,15-24 years,Males,76.77199975
Capital Region,2021/04/01,15-24 years,Females,74.56313574
Capital Region,2021/04/01,25-34 years,Males,92.8637184
Capital Region,2021/04/01,25-34 years,Females,81.18754894
Capital Region,2021/04/01,35-44 years,Males,91.73134798
Capital Region,2021/04/01,35-44 years,Females,85.61832305
Capital Region,2021/04/01,45-54 years,Males,85.94213357
Capital Region,2021/04/01,45-54 years,Females,82.63466629
Capital Region,2021/04/01,55-64 years,Males,63.97088165
Capital Region,2021/04/01,55-64 years,Females,61.38034004
Capital Region,2021/04/01,65 years and over,Males,20.14955562
Capital Region,2021/04/01,65 years and over,Females,12.14295589
Capital Region,2021/03/01,15-24 years,Males,76.60004259
Capital Region,2021/03/01,15-24 years,Females,74.90295083
Capital Region,2021/03/01,25-34 years,Males,93.07803632
Capital Region,2021/03/01,25-34 years,Females,81.54091178
Capital Region,2021/03/01,35-44 years,Males,91.76733684
Capital Region,2021/03/01,35-44 years,Females,85.52705901
Capital Region,2021/03/01,45-54 years,Males,85.973176
Capital Region,2021/03/01,45-54 years,Females,82.99722107
Capital Region,2021/03/01,55-64 years,Males,64.07993007
Capital Region,2021/03/01,55-64 years,Females,61.66546845
Capital Region,2021/03/01,65 years and over,Males,20.58065928
Capital Region,2021/03/01,65 years and over,Females,12.12615152
Capital Region,2021/02/01,15-24 years,Males,75.9929576
Capital Region,2021/02/01,15-24 years,Females,75.21857889
Capital Region,2021/02/01,25-34 years,Males,93.12794374
Capital Region,2021/02/01,25-34 years,Females,81.6996815
Capital Region,2021/02/01,35-44 years,Males,91.83640757
Capital Region,2021/02/01,35-44 years,Females,85.39663941
Capital Region,2021/02/01,45-54 years,Males,85.9973597
Capital Region,2021/02/01,45-54 years,Females,83.13567765
Capital Region,2021/02/01,55-64 years,Males,64.37654218
Capital Region,2021/02/01,55-64 years,Females,61.9085581
Capital Region,2021/02/01,65 years and over,Males,20.94321555
Capital Region,2021/02/01,65 years and over,Females,12.04848234
Capital Region,2021/01/01,15-24 years,Males,74.8654838
Capital Region,2021/01/01,15-24 years,Females,73.98464904
Capital Region,2021/01/01,25-34 years,Males,92.57414646
Capital Region,2021/01/01,25-34 years,Females,81.02985572
Capital Region,2021/01/01,35-44 years,Males,91.37116726
Capital Region,2021/01/01,35-44 years,Females,84.36536931
Capital Region,2021/01/01,45-54 years,Males,85.33539377
Capital Region,2021/01/01,45-54 years,Females,82.14123745
Capital Region,2021/01/01,55-64 years,Males,63.26411095
Capital Region,2021/01/01,55-64 years,Females,60.74734415
Capital Region,2021/01/01,65 years and over,Males,19.95001917
Capital Region,2021/01/01,65 years and over,Females,11.25340947
Capital Region,2020/12/01,15-24 years,Males,74.21366124
Capital Region,2020/12/01,15-24 years,Females,74.39774381
Capital Region,2020/12/01,25-34 years,Males,92.41546742
Capital Region,2020/12/01,25-34 years,Females,81.91530852
Capital Region,2020/12/01,35-44 years,Males,91.73491459
Capital Region,2020/12/01,35-44 years,Females,84.72855734
Capital Region,2020/12/01,45-54 years,Males,85.88904121
Capital Region,2020/12/01,45-54 years,Females,82.98628451
Capital Region,2020/12/01,55-64 years,Males,64.6230773
Capital Region,2020/12/01,55-64 years,Females,61.58097232
Capital Region,2020/12/01,65 years and over,Males,20.41773059
Capital Region,2020/12/01,65 years and over,Females,11.43550512
Capital Region,2020/11/01,15-24 years,Males,72.55400461
Capital Region,2020/11/01,15-24 years,Females,73.81821276
Capital Region,2020/11/01,25-34 years,Males,92.02827455
Capital Region,2020/11/01,25-34 years,Females,82.25735334
Capital Region,2020/11/01,35-44 years,Males,91.87145704
Capital Region,2020/11/01,35-44 years,Females,84.67384038
Capital Region,2020/11/01,45-54 years,Males,86.18185314
Capital Region,2020/11/01,45-54 years,Females,83.12233412
Capital Region,2020/11/01,55-64 years,Males,65.49736701
Capital Region,2020/11/01,55-64 years,Females,61.97198616
Capital Region,2020/11/01,65 years and over,Males,20.18016574
Capital Region,2020/11/01,65 years and over,Females,11.27937878
Capital Region,2020/10/01,15-24 years,Males,70.16049467
Capital Region,2020/10/01,15-24 years,Females,72.51475008
Capital Region,2020/10/01,25-34 years,Males,91.28585995
Capital Region,2020/10/01,25-34 years,Females,81.58363673
Capital Region,2020/10/01,35-44 years,Males,91.66853687
Capital Region,2020/10/01,35-44 years,Females,83.92457329
Capital Region,2020/10/01,45-54 years,Males,86.03892395
Capital Region,2020/10/01,45-54 years,Females,82.68891186
Capital Region,2020/10/01,55-64 years,Males,65.45982458
Capital Region,2020/10/01,55-64 years,Females,61.28121055
Capital Region,2020/10/01,65 years and over,Males,19.46944324
Capital Region,2020/10/01,65 years and over,Females,10.84655476
Capital Region,2020/09/01,15-24 years,Males,68.92794119
Capital Region,2020/09/01,15-24 years,Females,72.22800594
Capital Region,2020/09/01,25-34 years,Males,91.13423448
Capital Region,2020/09/01,25-34 years,Females,81.44712694
Capital Region,2020/09/01,35-44 years,Males,91.78677079
Capital Region,2020/09/01,35-44 years,Females,83.79582577
Capital Region,2020/09/01,45-54 years,Males,86.44825199
Capital Region,2020/09/01,45-54 years,Females,82.97076739
Capital Region,2020/09/01,55-64 years,Males,66.34722791
Capital Region,2020/09/01,55-64 years,Females,61.61568701
Capital Region,2020/09/01,65 years and over,Males,19.53287687
Capital Region,2020/09/01,65 years and over,Females,10.8354604
Capital Region,2020/08/01,15-24 years,Males,67.12513605
Capital Region,2020/08/01,15-24 years,Females,70.8257689
Capital Region,2020/08/01,25-34 years,Males,90.72975539
Capital Region,2020/08/01,25-34 years,Females,80.61892882
Capital Region,2020/08/01,35-44 years,Males,91.54481471
Capital Region,2020/08/01,35-44 years,Females,83.26560274
Capital Region,2020/08/01,45-54 years,Males,86.29295368
Capital Region,2020/08/01,45-54 years,Females,82.46640891
Capital Region,2020/08/01,55-64 years,Males,65.84106207
Capital Region,2020/08/01,55-64 years,Females,60.62203211
Capital Region,2020/08/01,65 years and over,Males,18.92078723
Capital Region,2020/08/01,65 years and over,Females,10.36847781
Capital Region,2020/07/01,15-24 years,Males,68.11232454
Capital Region,2020/07/01,15-24 years,Females,71.21522213
Capital Region,2020/07/01,25-34 years,Males,91.00632564
Capital Region,2020/07/01,25-34 years,Females,80.96331952
Capital Region,2020/07/01,35-44 years,Males,91.60112279
Capital Region,2020/07/01,35-44 years,Females,83.00787107
Capital Region,2020/07/01,45-54 years,Males,86.43342887
Capital Region,2020/07/01,45-54 years,Females,82.7166839
Capital Region,2020/07/01,55-64 years,Males,66.0169256
Capital Region,2020/07/01,55-64 years,Females,60.53046299
Capital Region,2020/07/01,65 years and over,Males,18.35740966
Capital Region,2020/07/01,65 years and over,Females,10.05740536
Capital Region,2020/06/01,15-24 years,Males,67.50629139
Capital Region,2020/06/01,15-24 years,Females,69.75380748
Capital Region,2020/06/01,25-34 years,Males,91.14096658
Capital Region,2020/06/01,25-34 years,Females,80.63514782
Capital Region,2020/06/01,35-44 years,Males,91.45081982
Capital Region,2020/06/01,35-44 years,Females,82.51473151
Capital Region,2020/06/01,45-54 years,Males,86.35211383
Capital Region,2020/06/01,45-54 years,Females,82.42315894
Capital Region,2020/06/01,55-64 years,Males,65.38242897
Capital Region,2020/06/01,55-64 years,Females,60.0425225
Capital Region,2020/06/01,65 years and over,Males,17.36201709
Capital Region,2020/06/01,65 years and over,Females,9.725470167
Capital Region,2020/05/01,15-24 years,Males,65.93708063
Capital Region,2020/05/01,15-24 years,Females,67.31781058
Capital Region,2020/05/01,25-34 years,Males,90.81714819
Capital Region,2020/05/01,25-34 years,Females,79.20050473
Capital Region,2020/05/01,35-44 years,Males,91.0313052
Capital Region,2020/05/01,35-44 years,Females,81.31580892
Capital Region,2020/05/01,45-54 years,Males,85.74498932
Capital Region,2020/05/01,45-54 years,Females,81.62066
Capital Region,2020/05/01,55-64 years,Males,63.88806982
Capital Region,2020/05/01,55-64 years,Females,58.51843618
Capital Region,2020/05/01,65 years and over,Males,15.9022442
Capital Region,2020/05/01,65 years and over,Females,9.083779829
Capital Region,2020/04/01,15-24 years,Males,68.69269096
Capital Region,2020/04/01,15-24 years,Females,69.14608533
Capital Region,2020/04/01,25-34 years,Males,91.28798757
Capital Region,2020/04/01,25-34 years,Females,79.47581012
Capital Region,2020/04/01,35-44 years,Males,91.08443619
Capital Region,2020/04/01,35-44 years,Females,81.3971698
Capital Region,2020/04/01,45-54 years,Males,85.89297996
Capital Region,2020/04/01,45-54 years,Females,81.78055741
Capital Region,2020/04/01,55-64 years,Males,63.98356371
